Name,Stars,About,Are Kids Allowed,Arrival,City,Country,Rooms,Tour Types
Hotel Salalah Rotana Resort,5,"[{'Ogólnie': ['pięciogwiazdkowy', 'luksusowy i nowoczesny', 'stylowa architektura arabska', 'zbudowany w 2014 r.', '400 pokoi, budynek główny z lobby i restauracjami, 9 budynków mieszkalnych, 2 piętra, 10 wind', 'przestronne i eleganckie lobby', 'całodobowa recepcja', 'sala konferencyjna dla 400 osób', 'taras z widokiem na palmowy ogród i kompleks basenowy', 'internet bezprzewodowy w miejscach ogólnodostępnych', 'akceptowane karty kredytowe: Visa, MasterCard, American Express']}, {'Sport i rozrywka': ['2 korty tenisowe', 'siłownia', 'siatkówka plażowa', 'plac i pokój zabaw dla dzieci', 'miniklub (3-12 lat)', 'muzyka na żywo', 'za opłatą: zabiegi pielęgnacyjne w centrum spa', 'ok. 500 m od hotelu Hawana Aqua Park - kilkanaście zjeżdżalni dla dzieci i dorosłych, w tym basen ze sztuczną falą (bezpłatny transfer co ok. 30 min.)']}, {'Basen': ['basen, słodka woda, ok. 1000 m², gł. ok. 1,6 m, sezonowo podgrzewany', 'brodzik dla dzieci, słodka woda, ok. 20 m², gł. ok. 0,4 m', 'przy basenie bezpłatne parasole, leżaki z materacami i ręczniki']}, {'Spa': ['za opłatą: zaprojektowane ze smakiem i nutą elegancji, szeroki wybór zabiegów kosmetycznych na twarz i ciało, manicure, pedicure, szeroki wybór masaży']}, {'Usługi': ['room-service', 'drogeria', 'pamiątki', 'kantor']}, {'Kontakt': ['0096/823275700', 'www.rotana.com']}]",True,"Oman, Salalah",Salalah,Oman,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 2, 'price': 786.62, 'baby price': 29.23, 'kid price': 38.08, 'teenager price': 67.74, 'avaliable_rooms': 19}, {'room_name': 'deluxe', 'capacity adults': 2, 'capacity_kids': 1, 'price': 1265.62, 'baby price': 25.34, 'kid price': 41.28, 'teenager price': 66.11, 'avaliable_rooms': 16}, {'room_name': 'koncept club rotana', 'capacity adults': 2, 'capacity_kids': 0, 'price': 1718.62, 'baby price': 12.86, 'kid price': 44.73, 'teenager price': 55.16, 'avaliable_rooms': 6}, {'room_name': 'studio', 'capacity adults': 2, 'capacity_kids': 2, 'price': 1999.62, 'baby price': 15.93, 'kid price': 41.66, 'teenager price': 65.47, 'avaliable_rooms': 15}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 336}]"
Hotel Gran Canaria Princess,4,"[{'Ogólnie': ['czterogwiazdkowy', 'zbudowany w 1988 r., odnowiony w 2013 r.', '431 pokoi, 1 budynek, 7 pięter, 2 windy', 'przestronne lobby', 'całodobowa recepcja', 'przechowalnia bagażu', 'bankomat', 'taras', 'ogród', 'bezpłatny internet bezprzewodowy na terenie całego hotelu;', 'akceptowane karty kredytowe: Visa, MasterCard, American Express, Diners Club', 'hotel przyjmuje tylko gości powyżej 16. roku życia']}, {'Sport i rozrywka': ['siłownia', 'tenis stołowy', 'rzutki', 'petanka', 'bule', 'aqua aerobik', 'water polo', 'boisko wielofunkcyjne', 'animacje dla dorosłych', 'bogaty program rozrywkowy', 'muzyka na żywo (4 razy/tydz.)', 'dyskoteka', 'za opłatą: bilard']}, {'Basen': ['2 baseny, słodka woda, ok. 680 m² i ok. 330 m², sezonowo podgrzewany (listopad-kwiecień)', 'przy basenach bezpłatne parasole, leżaki i ręczniki (bezpłatna wymiana 2 razy/tydz.)']}, {'Spa': ['jacuzzi na zewnątrz', 'sauna fińska', 'łaźnia parowa', 'za opłatą: łóżka balijskie, fryzjer, zabiegi kosmetyczne']}, {'Usługi': ['sklep', 'kantor', 'wypożyczalnia samochodów']}, {'Kontakt': ['0034/928768132', 'www.princess-hotels.com']}]",True,"Wyspy Kanaryjskie, Gran Canaria",Gran Canaria,Wyspy Kanaryjskie,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 3, 'price': 687.85, 'baby price': 18.22, 'kid price': 37.91, 'teenager price': 74.13, 'avaliable_rooms': 7}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive (za dopłatą)', 'tour_surcharge': 310}, {'tour_type': 'All inclusive plus (za dopłatą)', 'tour_surcharge': 250}]"
Hotel Amada Colossos Resort,5,"[{'Ogólnie': ['pięciogwiazdkowy', 'elegancki i stylowy', 'odnawiany w latach 2016-2018 (pokoje, lobby, restauracje, dobudowana część z pokojami typu suite)', '699 pokoi, 3 budynki: główny i 2 aneksy, do 8 pięter, 3 windy', 'przestronne lobby', 'całodobowa recepcja', 'parking', 'taras z widokiem na morze', 'bezpłatny internet bezprzewodowy', 'udogodnienia dla osób z niepełnosprawnościami', 'akceptowane karty kredytowe: Visa, MasterCard']}, {'Sport i rozrywka': ['kort tenisowy', 'plac i pokój zabaw dla dzieci', 'minikluby (6 m-cy-4 lata, 4-10 lat)', 'Teens Club (powyżej 10 lat)', 'animacje dla dorosłych i dzieci (zajęcia sportowe, wieczorne show, muzyka na żywo)', 'siłownia', 'oferta zewnętrzna: sporty wodne na plaży']}, {'Basen': ['basen główny, słodka woda, nieregularny kształt, ok. 2000 m², gł. do 1,4 m', 'hydromasaż', 'wydzielona część dla dzieci, słodka woda, ok. 50 m², gł. 0,4 m', 'przy basenie bezpłatne parasole, leżaki i ręczniki', 'aquapark: basen, słodka woda, nieregularny kształt, ok. 1200 m², gł. 1,4 m, 4 zjeżdżalnie, basen do siatkówki i koszykówki wodnej, basen ze zjeżdżalniami dla dzieci, fontanny']}, {'Spa': ['za opłatą: sauna, hammam, zabiegi na twarz i ciało, masaże']}, {'Usługi': ['room-service', 'opiekunka do dziecka (na zamówienie)', 'lekarz na wezwanie', 'minimarket', 'sklepik z pamiątkami', 'butik', 'pralnia']}, {'Kontakt': ['0030/2241085502', 'www.amadacolossosresort.com']}]",True,"Grecja, Rodos",Rodos,Grecja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 3, 'price': 1135.06, 'baby price': 24.46, 'kid price': 35.74, 'teenager price': 65.69, 'avaliable_rooms': 6}, {'room_name': 'rodzinny', 'capacity adults': 3, 'capacity_kids': 3, 'price': 1139.06, 'baby price': 18.7, 'kid price': 34.11, 'teenager price': 78.03, 'avaliable_rooms': 15}, {'room_name': 'family studio', 'capacity adults': 3, 'capacity_kids': 0, 'price': 2053.06, 'baby price': 27.67, 'kid price': 30.46, 'teenager price': 57.37, 'avaliable_rooms': 12}, {'room_name': 'standardowy z widokiem na morze', 'capacity adults': 2, 'capacity_kids': 3, 'price': 2612.06, 'baby price': 15.93, 'kid price': 41.57, 'teenager price': 61.01, 'avaliable_rooms': 7}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'Ultra all inclusive', 'tour_surcharge': 291}]"
Hotel Odysee Resort,4,"[{'Ogólnie': ['czterogwiazdkowy', 'zadbany i elegancki', 'zbudowany w 1998 r., odnowiony w 2008 r.', '344 pokoje, budynek główny, 3 piętra, 5 wind', 'przestronne, eleganckie lobby', 'całodobowa recepcja', 'centrum konferencyjne dla 600 osób', 'ogród palmowy', 'bezpłatny internet bezprzewodowy w lobby', 'akceptowane karty kredytowe: Visa, MasterCard, American Express']}, {'Basen': ['basen, nieregularny kształt, słodka woda, ok. 1100 m², gł. 0,6-2 m', 'brodzik dla dzieci, słodka woda', 'basen termalny', 'przy basenach bezpłatne parasole, leżaki i materace']}, {'Sport i rozrywka': ['2 korty tenisowe', 'siatkówka plażowa', 'tenis stołowy', 'petanka', 'aerobik', 'aqua aerobik', 'minigolf', 'łucznictwo', 'plac zabaw dla dzieci', 'miniklub (4-12 lat)', 'dyskoteka Calypso (czynna od 22.30)', 'amfiteatr', 'animacje dla dorosłych i dzieci', 'gry', 'turnieje i zabawy sportowe w ciągu dnia', 'gry planszowe', 'wieczorne przedstawienia', 'za opłatą: jazda konna, quady, rowery, skutery, golf (30 km od hotelu; oferta zewnętrzna), sporty wodne (oferta zewnętrzna): windsurfing, kajaki, katamarany']}, {'Spa': ['o powierzchni ok. 2500 m²', 'za opłatą: kryty basen, podgrzewany, słona woda, talasoterapia, masaże, masaże gorącymi kamieniami, hydromasaże, okłady z wodorostów, okłady błotne, bicze wodne, krioterapia, ultradźwięki, siłownia, 35 kabin do masażu, 7 kabin spa, jacuzzi i pokój relaksacyjny, sala do ćwiczeń cardio, tradycyjny orientalny hammam w 2 pokojach prywatnych, juice-bar']}, {'Usługi': ['punkt internetowy', 'kantor', 'sklep z biżuterią', 'sklep z tytoniem', 'pralnia chemiczna', 'wypożyczalnia samochodów']}, {'Kontakt': ['00216/75705705', 'www.odyssee-resort.com']}]",True,"Tunezja, Djerba",Djerba,Tunezja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 3, 'price': 606.15, 'baby price': 11.99, 'kid price': 40.3, 'teenager price': 79.07, 'avaliable_rooms': 5}, {'room_name': 'rodzinny', 'capacity adults': 2, 'capacity_kids': 2, 'price': 1000.15, 'baby price': 10.62, 'kid price': 49.65, 'teenager price': 77.37, 'avaliable_rooms': 14}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 315}]"
Hotel Presa Di Finica (ex. Fun & Sun Club Di Finica),5,"[{'Ogólnie': ['pięciogwiazdkowy', 'komfortowy', 'zbudowany w 2002 r., częściowo odnowiony w 2022/2023 r. (pokoje w anexie)', '2 budynki: budynek główny (52 pokoje typu deluxe oraz suite) oraz anex (245 pokoi standardowych), 5 pięter, 5 wind', 'całodobowa recepcja', 'centrum konferencyjne dla 600 osób', 'bezpłatny internet bezprzewodowy w miejscach ogólnodostępnych', 'akceptowane karty kredytowe: Visa, MasterCard']}, {'Basen': ['baseny, słodka woda: główny, ok. 1100 m², gł. 1,5 m, basen, ok. 450 m²,\xa04 zjeżdżalnie, basen dla dzieci na plaży, ok. 50 m², gł. 0,3 m, basen relaksacyjny (dla osób powyżej 18. roku życia), ok. 150 m², gł. 1,5 m', 'brodzik, ok. 50 m², gł. 0,3 m,', 'przy basenach bezpłatne parasole, leżaki i ręczniki, cabany (płatne)']}, {'Sport i rozrywka': ['3 korty tenisowe z płatnym oświetleniem i wypożyczalnią sprzętu (depozyt)', 'tenis stołowy', 'piłka nożna', 'minigolf', 'aerobik', 'gimnastyka w wodzie', 'step', 'rzutki', 'siłownia', 'miniklub (4-12 lat)', 'minidisco dla dzieci', 'kino dla dzieci', 'animacje dla dorosłych i dzieci', 'przedstawienia', 'za opłatą: nauka gry w tenisa, bilard, pokój gier, dyskoteka']}, {'Spa': ['basen kryty, ok. 80 m², gł. 1,5 m', 'sauna', 'hammam', 'za opłatą: masaże i zabiegi pielęgnacyjne']}, {'Usługi': ['room-service', 'lekarz na wezwanie', 'opiekunka do dziecka', 'fryzjer', 'pralnia', 'minimarket']}, {'Kontakt': ['0090/2423237286', 'www.presadifinica.com.tr']}]",True,"Turcja, Finike",Finike,Turcja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 0, 'price': 1155.92, 'baby price': 15.55, 'kid price': 47.04, 'teenager price': 52.41, 'avaliable_rooms': 17}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive 24h', 'tour_surcharge': 384}]"
Hotel Giannoulis Cavo Spada Luxury Sports & Leisure Resort,5,"[{'Ogólnie': ['pięciogwiazdkowy', 'luksusowy', 'oddany do użytku w 2008 r.', '150 pokoi, 3 budynki, 1 piętro, 3 windy', 'duże i eleganckie lobby', 'całodobowa recepcja', '2 sale konferencyjne z pełnym wyposażeniem dla 500 osób', 'taras z widokiem na basen i morze', 'ogród', 'udogodnienia dla osób z niepełnosprawnościami', 'akceptowane karty kredytowe: Visa, MasterCard, American Express']}, {'Basen': ['basen, nieregularny kształt, słodka woda, ok. 1700 m², gł. 1,1 m', 'brodzik dla dzieci', 'przy basenie bezpłatne parasole, leżaki i ręczniki']}, {'Sport i rozrywka': ['aerobik', 'ścieżka do joggingu', 'miniklub (4-11 lat)', 'za opłatą: 2 korty tenisowe (ok. 10 EUR/godz.) z wypożyczalnią sprzętu, oświetlenie kortu (ok. 15 EUR/godz.), siłownia (ok. 10 EUR/wstęp), oferta zewnętrzna: nurkowanie, jazda konna, windsurfing, kitesurfing']}, {'Spa': ['za opłatą: kryty basen, słodka woda, gł. 1,4 m (wstęp ok. 10 EUR), jacuzzi (ok. 10 EUR), sauna (ok. 10 EUR), łaźnia turecka, pokój relaksacyjny, masaże, manicure i pedicure']}, {'Usługi': ['internet bezprzewodowy w lobby (ok. 30 EUR/tydz., ok. 50 EUR/2 tyg.)', 'punkt internetowy (ok. 0,15 EUR/10 min)', 'room-service', 'lekarz na wezwanie', 'opiekunka do dziecka (na zamówienie)', 'fryzjer', 'pralnia', 'minimarket', 'kiosk', 'wypożyczalnia rowerów']}, {'Kontakt': ['0030/2824022121', 'www.giannoulishotels.com']}]",True,"Grecja, Kreta",Kreta,Grecja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 3, 'price': 1216.69, 'baby price': 28.49, 'kid price': 40.86, 'teenager price': 76.7, 'avaliable_rooms': 19}, {'room_name': 'rodzinny', 'capacity adults': 2, 'capacity_kids': 3, 'price': 1374.69, 'baby price': 23.03, 'kid price': 41.86, 'teenager price': 77.26, 'avaliable_rooms': 14}, {'room_name': 'standardowy z widokiem na morze', 'capacity adults': 2, 'capacity_kids': 0, 'price': 1782.69, 'baby price': 27.75, 'kid price': 37.84, 'teenager price': 63.31, 'avaliable_rooms': 8}, {'room_name': 'standardowy z bocznym widokiem na morze', 'capacity adults': 2, 'capacity_kids': 2, 'price': 2679.69, 'baby price': 18.07, 'kid price': 48.13, 'teenager price': 76.51, 'avaliable_rooms': 5}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 286}, {'tour_type': 'Ultra all inclusive (za dopłatą)', 'tour_surcharge': 343}]"
Hotel Aeria,3,"[{'Ogólnie': ['trzygwiazdkowy', 'zbudowany w 1993 r., odświeżony wystrój pokoi w 2011 r. (wymiana mebli w pokojach)', '54 pokoje, 3 budynki – bungalowy, 2 piętra', 'hol', 'całodobowa recepcja', 'taras z widokiem na morze', 'ogród', 'bezpłatny internet bezprzewodowy', 'występują różnice poziomów', 'akceptowane karty kredytowe: Visa, MasterCard', 'możliwość zakwaterowania online (https://checkin.aeolis-thassos.gr/)']}, {'Basen': ['basen, prostokątny kształt, słodka woda, ok. 150 m², gł. 1-2,2 m', 'przy basenie bezpłatne parasole i leżaki', 'za opłatą: ręczniki (wypożyczenie: ok. 5 EUR)']}, {'Sport i rozrywka': ['w sąsiednim hotelu Aeolis: siłownia, plac zabaw dla dzieci', 'za opłatą: kort tenisowy (ok. 10 EUR/godz.) z wypożyczalnią sprzętu']}, {'Usługi': ['punkt internetowy (ok. 2 EUR/godz.)']}, {'Kontakt': ['0030/2593051831', 'www.aeria.gr']}]",True,"Grecja, Thassos",Thassos,Grecja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 0, 'price': 402.56, 'baby price': 10.45, 'kid price': 34.55, 'teenager price': 75.74, 'avaliable_rooms': 13}, {'room_name': 'suite', 'capacity adults': 4, 'capacity_kids': 0, 'price': 653.56, 'baby price': 27.28, 'kid price': 40.46, 'teenager price': 72.19, 'avaliable_rooms': 11}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 206}]"
Hotel Oasis Atlantico Belorizonte,4,"[{'Ogólnie': ['czterogwiazdkowy', 'zbudowany w 1991 r.', 'częściowo odnowiony w 2019 r.', '60 pokoi w budynku głównym i 370 pokoi w bungalowach', 'wśród egzotycznej roślinności', 'lobby', 'całodobowa recepcja', 'sklep z pamiątkami', 'sala konferencyjna dla ok. 200 os.', 'bezpłatny internet bezprzewodowy w lobby i w miejscach ogólnodostępnych', 'za opłatą: wypożyczalnia samochodów; udogodnienia dla osób z niepełnosprawnościami', 'akceptowane karty kredytowe: Visa.']}, {'Sport i rozrywka': ['kort tenisowy', 'tenis stołowy', 'centrum fitness', 'aerobik', 'siatkówka plażowa', 'piłka plażowa', 'aqua aerobik', 'plac zabaw dla dzieci', 'miniklub', 'dzienne i wieczorne animacje dla dorosłych i dzieci', 'wieczorny show', 'pokazy tańca', 'muzyka na żywo', 'za opłatą: centrum wellness, sporty wodne na plaży']}, {'Basen': ['3 baseny, słodka woda, gł. 1,2-2,2 m', '3 brodziki dla dzieci, słodka woda, gł. 0,3-0,6 m', 'przy basenach bezpłatne parasole, leżaki i ręczniki']}, {'Usługi': ['punkt internetowy', 'sklep z pamiątkami', 'wypożyczalnia samochodów']}, {'Kontakt': ['0023/82421045', 'www.oasisatlantico.com']}]",True,"Wyspy Zielonego Przylądka, Sal",Sal,Wyspy Zielonego Przylądka,"[{'room_name': 'comfort bungalow', 'capacity adults': 2, 'capacity_kids': 2, 'price': 320.08, 'baby price': 29.77, 'kid price': 32.62, 'teenager price': 68.11, 'avaliable_rooms': 15}, {'room_name': 'deluxe bungalow', 'capacity adults': 2, 'capacity_kids': 2, 'price': 709.0799999999999, 'baby price': 22.84, 'kid price': 35.67, 'teenager price': 51.11, 'avaliable_rooms': 10}, {'room_name': 'deluxe w budynku głównym', 'capacity adults': 2, 'capacity_kids': 2, 'price': 958.0799999999999, 'baby price': 17.65, 'kid price': 37.85, 'teenager price': 58.72, 'avaliable_rooms': 8}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 370}]"
Hotel Poseidon Beach,3,"[{'Ogólnie': ['trzygwiazdkowy', 'zadbany', 'zbudowany w 1989 r.', 'odnowiony w 2002 r. i częściowo odnowiony w 2023 r.', '249 pokoi', 'szereg 3-piętrowych budynków', '2 piętra', 'winda', 'przestronne lobby', 'całodobowa recepcja', 'restauracja – dania w formie bufetu, kuchnia grecka i międzynarodowa, dostępne foteliki dla dzieci, podczas kolacji obowiązuje strój formalny (panowie – długie spodnie)', 'bar przy basenie', 'bar bliżej plaży; taras z widokiem na basen', 'ogród;', 'za opłatą: internet bezprzewodowy (ok. 10 EUR/tydz.), lekarz na wezwanie, opiekunka na zapytanie, pralnia;', 'występują różnice poziomów – nie jest polecany osobom z ograniczeniami ruchowymi; akceptowane karty kredytowe: Visa, MasterCard.']}, {'Sport i rozrywka': ['tenis stołowy', 'rzutki', 'plac i pokój zabaw dla dzieci', 'miniklub (4-12 lat)', 'animacje przy basenie: gry, zabawy i zajęcia sportowe']}, {'Basen': ['basen, nieregularny kształt, słodka woda, ok. 220 m², gł. 1,5-3 m, hydromasaż', 'wydzielona część dla dzieci, gł. 0,6 m', 'brodzik, gł. 0,9 m', 'przy basenie bezpłatne parasole, leżaki i materace']}, {'Usługi': ['internet bezprzewodowy (ok. 10 EUR/tydz.)', 'lekarz na wezwanie', 'opiekunka na zapytanie', 'pralnia']}, {'Kontakt': ['0030/2695051827', 'www.poseidon-zakynthos.gr']}]",True,"Grecja, Zakynthos",Zakynthos,Grecja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 1, 'price': 1026.48, 'baby price': 19.13, 'kid price': 32.89, 'teenager price': 79.81, 'avaliable_rooms': 12}, {'room_name': 'standardowy z bocznym widokiem na morze', 'capacity adults': 2, 'capacity_kids': 3, 'price': 1359.48, 'baby price': 29.94, 'kid price': 31.31, 'teenager price': 51.7, 'avaliable_rooms': 14}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 399}]"
Hotel Gaia Royal,4,"[{'Ogólnie': ['czterogwiazdkowy', 'elegancki', 'zbudowany w 1999 r.', 'odnowiony w 2010 i 2018 r.', '311 pokoi', 'budynek główny z kilkunastoma bungalowami', '2 piętra', 'duże lobby', 'całodobowa recepcja', 'minimarket wielobranżowy: art. spożywcze, kosmetyczne, pamiątki', 'taras z widokiem na ogród i morze', 'duży ogród z bujną roślinnością śródziemnomorską', 'bezpłatny internet bezprzewodowy', 'akceptowane karty kredytowe: Visa, MasterCard']}, {'Basen': ['2 baseny, słodka woda, ok. 500 m², gł. 0,5-1,6 m, 200 m², gł. 0,5-1,6 m', 'basen dla dzieci, ok. 450 m², gł. do 0,8 m', 'przy basenach bezpłatne parasole i leżaki, ręczniki za kaucją (ok. 10 EUR/szt.)']}, {'Sport i rozrywka': ['kort tenisowy z wypożyczalnią sprzętu za kaucją (ok. 10 EUR/rakieta)', 'koszykówka', 'siatkówka', 'siłownia', 'plac i pokój zabaw dla dzieci', 'miniklub (4-12 lat)', 'dyskoteka', 'animacje dla dzieci i dorosłych (czerwiec-wrzesień)', 'za opłatą: bilard (ok. 1 EUR/gra)']}, {'Spa': ['za opłatą: możliwość korzystania ze spa w siostrzanym hotelu Gaia Palace']}, {'Usługi': ['minimarket wielobranżowy: art. spożywcze, kosmetyczne, pamiątki']}, {'Kontakt': ['0030/2242041033,', 'www.gaia-hotels.com']}]",True,"Grecja, Kos",Kos,Grecja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 1, 'price': 1157.07, 'baby price': 28.53, 'kid price': 46.97, 'teenager price': 57.08, 'avaliable_rooms': 8}, {'room_name': 'rodzinny', 'capacity adults': 5, 'capacity_kids': 2, 'price': 1477.07, 'baby price': 10.07, 'kid price': 42.88, 'teenager price': 56.09, 'avaliable_rooms': 8}, {'room_name': 'superior', 'capacity adults': 2, 'capacity_kids': 1, 'price': 1893.07, 'baby price': 20.1, 'kid price': 47.82, 'teenager price': 73.97, 'avaliable_rooms': 19}, {'room_name': 'rodzinny superior', 'capacity adults': 4, 'capacity_kids': 2, 'price': 2303.0699999999997, 'baby price': 22.04, 'kid price': 43.8, 'teenager price': 67.24, 'avaliable_rooms': 15}, {'room_name': 'superior z bocznym widokiem na morze', 'capacity adults': 2, 'capacity_kids': 0, 'price': 2932.0699999999997, 'baby price': 21.19, 'kid price': 38.27, 'teenager price': 67.74, 'avaliable_rooms': 8}, {'room_name': 'rodzinny superior z bocznym widokiem na morze', 'capacity adults': 4, 'capacity_kids': 2, 'price': 3591.0699999999997, 'baby price': 24.47, 'kid price': 35.36, 'teenager price': 57.53, 'avaliable_rooms': 17}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 272}]"
Hotel Zante Park Resort & SPA – BW Premier Collection,5,"[{'Ogólnie': ['pięciogwiazdkowy', 'elegancki i nowoczesny', 'zbudowany w 1991 r., częściowo odnowiony w 2016 r.', '135 pokoi, budynek główny i aneks oddzielony uliczką, 3 piętra, 4 windy', 'eleganckie lobby', 'całodobowa recepcja', 'sala konferencyjna dla 150 osób', 'bezpłatny internet bezprzewodowy w lobby', 'akceptowane karty kredytowe: Visa, MasterCard, American Express', 'przy zakwaterowaniu wymagany depozyt (płatny w gotówce lub blokowany na karcie kredytowej) na poczet wymaganych wydatków w hotelu: ok. 50 EUR/pokój']}, {'Sport i rozrywka': ['polskie animacje (w okresie: lipiec-sierpień)']}, {'Basen': ['basen, słodka woda, ok. 200 m², gł. ok. 1,1-2,1 m', 'basen relaksacyjny', 'przy basenach bezpłatne parasole, leżaki i ręczniki']}, {'Usługi': ['opiekunka do dziecka (na zapytanie)', 'fryzjer (na zapytanie)', 'masaże (na zapytanie)']}, {'Kontakt': ['0030/2695052310', 'www.zanteparkhotels.gr']}]",True,"Grecja, Zakynthos",Zakynthos,Grecja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 0, 'price': 684.23, 'baby price': 24.33, 'kid price': 48.66, 'teenager price': 59.14, 'avaliable_rooms': 6}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 355}]"
Hotel Aeolos Beach Resort,4,"[{'Ogólnie': ['czterogwiazdkowy', 'zadbany', 'zbudowany w 1974 r., odnowiony w 2016 r., pokoje częściowo odnowione zimą 2015/2016 r.', '333 pokoje, budynek główny i bungalowy, 2 piętra, 2 windy', 'przestronne i eleganckie lobby', 'całodobowa recepcja', 'ogród', 'taras z widokiem na morze', 'bezpłatny internet bezprzewodowy w lobby', 'w hotelu występują różnice poziomów – niepolecany osobom z ograniczeniami ruchowymi', 'akceptowane karty kredytowe: Visa, MasterCard, American Express']}, {'Basen': ['basen rodzinny, słodka woda, ok. 100 m², gł. 0,4-1,4 m', 'wydzielony brodzik dla dzieci, słodka woda, ok. 15 m², gł. 0,5 m', 'basen typu infinity, nieregularny kształt, słodka woda, ok. 300 m², gł. 1,4 m', 'przy basenach bezpłatne parasole i leżaki, ręczniki za kaucją (10 EUR/szt.)']}, {'Sport i rozrywka': ['kort tenisowy', 'tenis stołowy', 'boccia', 'siatkówka plażowa', 'piłka wodna', 'rzutki', 'sauna', 'sala fitness', 'animacje dla dorosłych i dzieci, gry i zabawy sportowo–rekreacyjne', 'polskie animacje (w terminie: 01.07-15.09)', 'raz w tygodniu wieczór grecki', 'plac i pokój zabaw dla dzieci', 'miniklub (4-12 lat)']}, {'Spa': ['za opłatą: masaże, zabiegi pielęgnacyjne']}, {'Usługi': ['opiekunka do dziecka', 'minimarket', 'sklep z pamiątkami, kosmetykami i gazetami']}, {'Kontakt': ['0030/02661033133', 'www.aeolosbeach.gr']}]",True,"Grecja, Korfu",Korfu,Grecja,"[{'room_name': 'standardowy', 'capacity adults': 2, 'capacity_kids': 0, 'price': 1211.66, 'baby price': 27.35, 'kid price': 39.35, 'teenager price': 74.84, 'avaliable_rooms': 18}, {'room_name': 'rodzinny', 'capacity adults': 2, 'capacity_kids': 0, 'price': 1235.66, 'baby price': 16.31, 'kid price': 46.26, 'teenager price': 70.93, 'avaliable_rooms': 13}, {'room_name': 'standardowy z widokiem na morze', 'capacity adults': 2, 'capacity_kids': 0, 'price': 1900.66, 'baby price': 17.67, 'kid price': 35.35, 'teenager price': 73.75, 'avaliable_rooms': 14}]","[{'tour_type': 'standard', 'tour_surcharge': 0}, {'tour_type': 'All inclusive', 'tour_surcharge': 318}]"
